Fecha,TMAX,TMIN,Prec,Fuente,TipoDato,CalidadDato,Emision
2026-06-23,14.7,0.2,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-06-24,10.2,-2.0,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-06-25,13.8,1.4,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-06-26,15.5,2.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-06-27,19.6,2.4,2.5,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-06-28,14.1,6.3,7.9,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-06-29,14.7,4.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-06-30,14.9,2.2,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-01,15.2,3.1,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-02,10.2,-0.1,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-03,11.1,-4.3,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-04,9.6,-0.9,0.1,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-05,7.5,4.3,5.75,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-06,12.2,0.1,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-07,20.4,-1.3,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-08,17.5,6.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-09,20.2,5.3,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-10,13.2,5.9,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-11,14.3,6.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-12,12.0,5.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-13,15.8,0.6,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-14,15.4,6.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-15,18.0,10.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-16,24.3,13.9,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-17,21.9,18.5,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-18,18.2,14.2,0.4,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-19,14.9,10.1,0.6,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-20,12.1,8.4,0.9,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-21,13.1,8.5,0.8,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-22,14.0,7.9,9.4,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-23,14.1,6.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-24,17.2,9.9,1.4,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-25,17.5,6.7,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-07-26,19.1,8.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-27,21.3,13.4,0.1,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-28,18.1,11.4,1.4,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-29,16.2,8.6,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-07-30,17.3,8.7,0.0,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,2026-07-30T20:15:28+00:00
2026-07-31,23.1,14.9,30.3,OPEN_METEO_ECMWF_IFS_FORECAST,Pronostico,Pronostico_operativo,2026-07-31T01:47:18-03:00
2026-08-01,19.6,11.9,0.0,OPEN_METEO_ECMWF_IFS_FORECAST,Pronostico,Pronostico_operativo,2026-07-31T01:47:18-03:00
2026-08-02,20.4,10.8,0.0,OPEN_METEO_ECMWF_IFS_FORECAST,Pronostico,Pronostico_operativo,2026-07-31T01:47:18-03:00
2026-08-03,19.6,11.0,0.0,OPEN_METEO_ECMWF_IFS_FORECAST,Pronostico,Pronostico_operativo,2026-07-31T01:47:18-03:00
2026-08-04,18.3,10.0,0.0,OPEN_METEO_ECMWF_IFS_FORECAST,Pronostico,Pronostico_operativo,2026-07-31T01:47:18-03:00
2026-08-05,18.4,11.4,18.8,OPEN_METEO_ECMWF_IFS_FORECAST,Pronostico,Pronostico_operativo,2026-07-31T01:47:18-03:00
2026-08-06,15.6,7.0,2.8,OPEN_METEO_ECMWF_IFS_FORECAST,Pronostico,Pronostico_operativo,2026-07-31T01:47:18-03:00
2026-08-07,13.6,5.1,0.6,OPEN_METEO_ECMWF_IFS_FORECAST,Pronostico,Pronostico_operativo,2026-07-31T01:47:18-03:00
