Fecha,TMAX,TMIN,Prec,Fuente,TipoDato,CalidadDato,Emision
2026-03-20,29.9,18.1,9.5,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-03-21,22.8,13.8,32.1,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-03-22,25.9,9.0,0.5,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-03-23,23.5,13.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-03-24,23.2,8.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-03-25,24.7,9.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-03-26,25.8,11.6,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-03-27,28.0,16.1,18.75,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-03-28,31.3,21.0,1.75,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-03-29,31.7,23.6,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-03-30,31.1,22.4,0.9,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-03-31,34.2,23.5,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-01,28.0,23.2,5.4,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-02,28.8,22.2,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-03,33.2,20.1,11.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-04,21.0,14.0,5.4,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-05,19.1,11.6,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-06,17.2,13.1,20.5,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-07,19.6,16.4,3.8,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-08,23.4,15.5,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-09,22.2,11.1,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-10,23.0,10.6,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-11,22.9,12.8,1.3,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-12,25.2,12.9,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-13,26.5,10.8,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-14,25.6,17.9,26.5,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-15,20.7,19.1,30.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-16,26.4,19.4,0.6,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-17,26.2,16.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-18,28.7,14.5,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-19,28.6,15.0,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-20,24.7,18.5,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-21,21.9,15.5,2.7,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-22,20.5,10.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-23,23.0,9.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-24,23.0,11.1,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-25,24.2,11.0,0.1,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-26,18.3,9.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-27,16.8,4.2,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-28,23.2,4.9,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-04-29,23.0,11.2,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-04-30,23.3,7.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-01,25.2,14.0,0.1,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-02,16.9,6.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-03,17.1,4.2,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
